176332,Request Completed,"1/1/2016, 10:07:16 PM","1/1/2016, 10:07:57 PM","1/6/2016, 2:24:10 AM","1/6/2016, 2:24:10 AM","1/6/2016, 10:07:57 PM",Waste Bin Damaged,10 Morshead Crescent SOUTH GRANVILLE NSW 2142,Lot 20 DP35670,-33.8526944,151.013306
176333,Request Completed,"1/1/2016, 10:21:18 PM","1/1/2016, 10:21:49 PM","1/6/2016, 1:54:19 AM","1/6/2016, 1:54:19 AM","1/6/2016, 10:21:49 PM",Waste Bin Service Missed,17 Rowley Road GUILDFORD NSW 2161,Lot 63 DP7927,-33.8575163,150.9974603
176334,Request Completed,"1/1/2016, 10:52:34 PM","1/1/2016, 10:53:15 PM","1/8/2016, 8:29:26 PM","1/8/2016, 8:29:26 PM","1/6/2016, 10:53:15 PM",Waste Bin Service Missed,2 Alma Street RYDALMERE NSW 2116,Lot 189 DP15160,-33.8135196,151.0465602
176335,Request Completed,"1/1/2016, 11:21:37 PM","1/1/2016, 11:22:10 PM","1/6/2016, 7:16:27 PM","1/6/2016, 7:16:27 PM","1/6/2016, 11:22:10 PM",Waste Bin Service Missed,54 Miller Street SOUTH GRANVILLE NSW 2142,Lot 196 DP14156,-33.8593477,151.0075846
176336,Request Completed,"1/1/2016, 11:44:52 PM","1/1/2016, 11:45:24 PM","1/6/2016, 1:55:11 AM","1/6/2016, 1:55:11 AM","1/6/2016, 11:45:24 PM",Waste Bin Service Missed,55 Salisbury Road GUILDFORD NSW 2161,Lot 32 Sec 8 DP4047,-33.8591533,150.9899435
176326,Request Completed,"1/1/2016, 7:39:35 PM","1/1/2016, 7:40:10 PM","2/16/2016, 12:47:55 AM","2/16/2016, 12:47:55 AM","5/6/2016, 6:40:10 PM",Drainage Pit Requires Maintenance,1 Central Avenue EASTWOOD NSW 2122,Lot 88 DP8424,-33.7871734,151.0774813
176327,Request Completed,"1/1/2016, 7:52:36 PM","1/1/2016, 7:53:11 PM","1/6/2016, 1:49:29 AM","1/6/2016, 1:49:29 AM","1/6/2016, 7:53:11 PM",Waste Bin Service Missed,3/36-40 Louis Street GRANVILLE NSW 2142,SP76064,-33.8414134,151.0071062
176328,Request Completed,"1/1/2016, 8:45:23 PM","1/1/2016, 8:45:48 PM","1/6/2016, 1:51:29 AM","1/6/2016, 1:51:29 AM","1/6/2016, 8:45:48 PM",Waste Bin Service Missed,254 Excelsior Street GUILDFORD NSW 2161,Lot 29 DP7927,-33.8577036,150.9995963
176329,Request Completed,"1/1/2016, 8:46:54 PM","1/1/2016, 8:47:31 PM","1/6/2016, 2:07:36 AM","1/6/2016, 2:07:36 AM","1/6/2016, 8:47:31 PM",Waste Bin Damaged,40 Adamson Avenue DUNDAS VALLEY NSW 2117,Lot 1060 DP36696,-33.7975913,151.058072
176330,Request Completed,"1/1/2016, 9:11:56 PM","1/1/2016, 9:12:29 PM","1/6/2016, 1:53:57 AM","1/6/2016, 1:53:57 AM","1/6/2016, 9:12:29 PM",Waste Bin Service Missed,17 Archibald Street GRANVILLE NSW 2142,Lot 3 DP7035,-33.8398146,151.013062
176331,Request Completed,"1/1/2016, 9:47:57 PM","1/1/2016, 9:48:37 PM","1/6/2016, 1:52:58 AM","1/6/2016, 1:52:58 AM","1/6/2016, 9:48:37 PM",Waste Bin Service Missed,76 Bennalong Street GRANVILLE NSW 2142,Lot 23 DP5739,-33.8353327,150.9989759
177068,Request Completed,"1/10/2016, 1:19:18 AM","1/10/2016, 1:19:57 AM","2/6/2016, 8:06:16 PM","2/6/2016, 8:06:16 PM","2/6/2016, 1:19:57 AM",Parking Offence,255 Victoria Road RYDALMERE NSW 2116,Lot 37 DP14244,-33.8104858,151.0317037
177069,Request Completed,"1/10/2016, 3:38:49 AM","1/10/2016, 3:38:49 AM","1/14/2016, 7:20:05 PM","1/14/2016, 7:20:05 PM","1/23/2016, 3:38:49 AM",Maintenance of Traffic or Parking Sign,2A Sorrell Street NORTH PARRAMATTA NSW 2151,Lot 3 DP612753,-33.8037522,151.0079072
177070,Request Completed,"1/10/2016, 3:45:41 AM","1/10/2016, 3:45:41 AM","1/18/2016, 6:28:46 PM","1/18/2016, 6:28:46 PM","1/23/2016, 3:45:41 AM",Maintenance of Traffic or Parking Sign,12 Palmer Street PARRAMATTA NSW 2150,Lot 1 DP73982,-33.809472,151.0064514
177072,Request Completed,"1/10/2016, 6:16:24 AM","1/10/2016, 6:17:10 AM","1/15/2016, 11:42:45 PM","1/15/2016, 11:42:45 PM","4/2/2016, 6:17:10 AM",Request for Tree Removal,2 Midson Road EASTWOOD NSW 2122,Lot A DP315588,-33.7882605,151.0758242
177163,Request Completed,"1/11/2016, 10:10:28 PM","1/11/2016, 10:10:28 PM","1/13/2016, 1:41:26 AM","1/13/2016, 1:41:26 AM","1/14/2016, 10:10:28 PM",Waste Bin Service Missed,202 Blaxcell Street SOUTH GRANVILLE NSW 2142,Lot 1 DP207003,-33.8483341,151.0086923
177166,Request Completed,"1/11/2016, 10:17:20 PM","1/11/2016, 10:17:20 PM","1/13/2016, 1:42:22 AM","1/13/2016, 1:42:22 AM","1/14/2016, 10:17:20 PM",Waste Bin Service Missed,19 Cross Street GUILDFORD NSW 2161,Lot 4 DP10355,-33.8553738,150.985075
177168,Request Completed,"1/11/2016, 10:24:18 PM","1/11/2016, 10:24:18 PM","1/14/2016, 3:11:50 AM","1/14/2016, 3:11:50 AM","1/14/2016, 10:24:18 PM",Waste Bin Damaged,5/4-6 Broughton Street PARRAMATTA NSW 2150,SP66729,-33.8130469,151.0174473
177169,Request Completed,"1/11/2016, 10:26:28 PM","1/11/2016, 10:26:28 PM","1/18/2016, 7:48:08 PM","1/18/2016, 7:48:08 PM","4/4/2016, 9:26:28 PM",Request for Tree Removal,Commonwealth Bank 235 Church Street PARRAMATTA NSW 2150,Lot 1 DP205570,-33.8137228,151.0030416
177172,Request Completed,"1/11/2016, 10:30:54 PM","1/11/2016, 10:30:54 PM","2/18/2016, 5:52:51 PM","2/18/2016, 5:52:51 PM","2/8/2016, 10:30:54 PM",Maintenance of Park Furniture,Granville Park (Pk 24) 2 Merrylands Road MERRYLANDS NSW 2160,Lot 255 DP752058,-33.8387518,150.9984539
177174,Request Completed,"1/11/2016, 10:38:14 PM","1/11/2016, 10:38:14 PM","3/9/2016, 5:08:14 AM","3/9/2016, 5:08:14 AM","6/28/2016, 9:38:14 PM",Development - No Consent,122 O Connell Street NORTH PARRAMATTA NSW 2151,Lot 1 DP561444,-33.7988476,151.0021104
